formula,frac_N,frac_O,frac_Ti,frac_V,frac_Zr,frac_Nb,frac_Hf,mendeleev_no,electrical_resistivity,velocity_of_sound,reflectivity,poissons_ratio,molar_volume,thermal_conductivity,boiling_point,melting_point,critical_temperature,superconduction_temperature,liquid_range,bulk_modulus,youngs_modulus,brinell_hardness,rigidity_modulus,vickers_hardness,density_of_solid,atomic_radius_calculated,van_der_waals_radius,coefficient_of_linear_thermal_expansion,enthalpy,entropy,delta,Tm,x_e,x_ch,potential_energy,deltaG,omega,VEC,YM(GPa),H(GPa)
Hf6.9 Zr14.71 Ti16.46 Nb2.45 V11.43 N46 O2.05,0.46,0.0205,0.1646,0.1143,0.1471,0.0245,0.069,74.5937,0.48050018,2214.54675,7.858,0.660807,12.541637,13.47022669,2192.1174,1152.4497,61.7408,1.488748,1039.6677,48.7766,52.1618,421.0615,20.9503,518.5342,3526.8288,1.247645,1.86338,0.4805038,616.5281441,12.79655568,0.381871892,1152.4497,1.206935175,2.129562702,3.336497877,-3222.438561,0.023920054,4.6398,319.7644103,29.96
Hf6.15 Zr14.89 Ti16.88 Nb2.14 V11.6 N46.46 O1.88,0.4646,0.0188,0.1688,0.116,0.1489,0.0214,0.0615,74.7369,0.483400179,2214.15856,7.96,0.662277,12.524104,13.31690032,2169.832816,1141.02027,62.0556,1.473971,1028.812546,48.1633,52.0814,411.2776,20.9345,508.0121,3441.4759,1.241674,1.860838,0.483403794,550.6495238,12.62467626,0.382129574,1141.02027,1.2077496,2.117211125,3.324960726,-3236.753353,0.026160036,4.6396,333.3150549,27.34
Hf5.62 Zr14.92 Ti16.94 Nb1.95 V11.94 N46.59 O2.05,0.465853415,0.02049795,0.169383062,0.119388061,0.149185081,0.01949805,0.056194381,74.89431057,0.486351543,2211.473843,8.163283672,0.664041596,12.5170353,13.21665742,2150.549169,1131.800615,62.47333267,1.477352865,1018.748554,47.86581342,51.99150085,403.5916408,20.90030997,499.1172883,3379.746425,1.23579642,1.858263174,0.486355149,616.9069282,12.57503896,0.382672902,1131.800615,1.209466829,2.125765326,3.335232155,-3155.604759,0.023070639,4.645735426,343.0889125,30.61
Hf9.21 Zr13.4 Ti14.54 Nb2.9 V11.83 N46.53 O1.59,0.4653,0.0159,0.1454,0.1183,0.134,0.029,0.0921,74.6475,0.481200176,2189.01733,8.098,0.662736,12.538072,13.64484132,2212.358388,1166.383385,61.6978,1.5399588,1045.975003,50.5982,51.8308,443.894,20.7259,537.1896,3725.467,1.251425,1.864481,0.481203763,437.697478,12.85725052,0.382697324,1166.383385,1.209544018,2.103566539,3.313110556,-3419.477678,0.034262211,4.6444,325.1373227,30.12
Hf8.41 Zr13.69 Ti15 Nb2.62 V12.39 N45.9 O1.98,0.459045905,0.01980198,0.150015002,0.123912391,0.136913691,0.02620262,0.084108411,74.54955496,0.478848061,2210.150915,8.434743474,0.660852085,12.52007601,13.6524475,2209.949995,1165.893079,61.51413141,1.544638264,1044.056916,50.64976498,52.36323632,436.969897,20.94049405,530.0617062,3669.185619,1.251356136,1.864651465,0.478851684,590.4366375,12.92317835,0.381559666,1165.893079,1.205948361,2.127461208,3.33340957,-3286.516869,0.025518478,4.648764876,350.0595806,30.67
Hf7.47 Zr13.66 Ti15.39 Nb2.3 V12.69 N47 O1.48,0.470047005,0.01480148,0.153915392,0.126912691,0.136613661,0.0230023,0.074707471,74.85118512,0.48484866,2201.488149,8.614761476,0.664350435,12.48347035,13.43547703,2171.976758,1147.434883,62.12339234,1.537411341,1024.541874,49.98639864,52.1160116,423.1207121,20.84558456,514.6942694,3550.59576,1.24060306,1.859932993,0.484852262,395.7210482,12.63577075,0.382262795,1147.434883,1.208170656,2.093343845,3.301514501,-3395.010176,0.036638749,4.649564956,333.4277424,29.75
Hf6.79 Zr14.14 Ti15.65 Nb2.04 V13.05 N46.53 O1.79,0.465346535,0.01790179,0.156515652,0.130513051,0.141414141,0.02040204,0.067906791,74.77867787,0.483248501,2216.810011,8.830783078,0.662990299,12.4790099,13.41783626,2170.669255,1146.237309,62.01110111,1.53429863,1024.431946,49.66156616,52.39983998,416.8872887,20.98319832,508.4092409,3502.766377,1.240787079,1.860170017,0.483252123,517.1474004,12.66038648,0.381632512,1146.237309,1.206178598,2.112451544,3.318630141,-3280.968544,0.028061259,4.652065207,338.8093767,31.01
Hf6.19 Zr14.55 Ti16.08 Nb1.89 V13.52 N45.38 O2.38,0.453845385,0.02380238,0.160816082,0.135213521,0.145514551,0.01890189,0.061906191,74.51905191,0.477647943,2246.383818,9.112811281,0.659078908,12.47117612,13.53330759,2185.331961,1154.006531,61.47748775,1.543657566,1031.325431,49.97009701,53.1480148,414.2728273,21.2860286,506.6883688,3484.836184,1.245780578,1.862608261,0.477651616,746.2702311,12.8015177,0.379863004,1154.006531,1.200585932,2.148645558,3.34923149,-3094.185078,0.019795825,4.655565557,343.6113863,29.66
Hf10.03 Zr12.07 Ti13.08 Nb2.57 V12.48 N47.86 O1.91,0.4786,0.0191,0.1308,0.1248,0.1207,0.0257,0.1003,75.4905,0.497700168,2126.32421,8.488,0.674161,12.560445,13.23006992,2146.776416,1136.42001,63.85448,1.5481304,1010.356406,50.3764,50.3744,440.4051,20.0872,525.1922,3693.661,1.228952,1.854042,0.497703641,562.9652382,12.75442185,0.387784627,1136.42001,1.225622826,2.117250894,3.342873721,-3263.361316,0.025746492,4.6673,309.2969423,25.54
Hf9.13 Zr12.92 Ti14.27 Nb2.67 V13.3 N45.84 O1.87,0.4584,0.0187,0.1427,0.133,0.1292,0.0267,0.0913,74.4993,0.477100175,2214.80649,8.98,0.660363,12.483873,13.78803752,2218.647664,1174.40698,61.264,1.5898534,1044.240684,52.1653,52.7648,445.0155,21.0241,535.0197,3741.4992,1.253184,1.865272,0.477103814,548.7265498,12.95218507,0.380693452,1174.40698,1.203210627,2.121747743,3.324958371,-3336.928971,0.027720796,4.6555,331.9320797,28.5
Hf8.21 Zr13.04 Ti14.27 Nb2.31 V13.46 N46.73 O1.97,0.467346735,0.01970197,0.142714271,0.134613461,0.130413041,0.02310231,0.082108211,74.99219922,0.487048877,2189.948025,9.076807681,0.666485649,12.49048805,13.46084007,2168.229191,1148.228948,62.5380338,1.574805281,1020.000243,50.81348135,51.97069707,428.5634563,20.73807381,516.2256226,3606.154915,1.237715772,1.85839684,0.487052459,587.5899372,12.79282052,0.383301366,1148.228948,1.211453137,2.123472911,3.334926048,-3250.256218,0.024998874,4.664466447,332.6553903,30.55
Hf7.3 Zr13.11 Ti13.88 Nb1.97 V13.85 N47.67 O2.23,0.476652335,0.02229777,0.138786121,0.138486151,0.131086891,0.01969803,0.072992701,75.59054095,0.498950273,2158.549515,9.309169083,0.674057594,12.5020408,13.11679422,2111.078964,1119.016173,64.10180982,1.57380262,992.0627907,49.43215678,51,410.6309369,20.37856214,494.9308069,3466.010099,1.219569043,1.850247975,0.498953783,688.3449197,12.64310248,0.386414625,1119.016173,1.22129283,2.133795256,3.355088086,-3104.585823,0.020553411,4.679432057,349.5982271,33.25
Hf6.45 Zr12.76 Ti13.91 Nb1.8 V13.99 N48.7 O2.39,0.487,0.0239,0.1391,0.1399,0.1276,0.018,0.0645,76.194,0.510900164,2125.53445,9.394,0.681624,12.503648,12.80061447,2052.0893,1090.07967,65.64344,1.574592,962.00963,48.4785,50.1515,393.8017,20.0364,475.7979,3325.7822,1.200893,1.841895,0.510903611,750.7477203,12.4799876,0.389011809,1090.07967,1.229501427,2.137993143,3.36749457,-2993.248559,0.018120842,4.6927,346.2459387,30.65
Hf10.84 Zr11.85 Ti12.58 Nb2.58 V14.01 N46.37 O1.76,0.463746375,0.01760176,0.125812581,0.140114011,0.118511851,0.02580258,0.108410841,74.73017302,0.481348305,2186.532973,9.406840684,0.664177418,12.48710671,13.73641882,2213.910743,1175.102775,61.76467647,1.613131513,1038.807968,53.16911691,52.23432343,458.8765877,20.74617462,542.389839,3859.322332,1.249889989,1.863349335,0.481351897,506.2856257,12.90089407,0.382482199,1175.102775,1.208864097,2.113881425,3.322745522,-3363.982594,0.029943328,4.664866487,357.9485943,32.55
Hf9.84 Zr12.15 Ti13.14 Nb2.31 V14.61 N45.8 O2.16,0.457954205,0.02159784,0.131386861,0.146085391,0.121487851,0.02309769,0.098390161,74.66273373,0.479552216,2207.910009,9.765123488,0.66259674,12.46479652,13.73603066,2207.144586,1172.594421,61.65329467,1.621323068,1034.550165,53.17678232,52.78022198,449.5244476,20.96510349,533.0255974,3783.749525,1.248518148,1.862961704,0.479555843,662.2089099,12.96578938,0.381361447,1172.594421,1.205321875,2.137770865,3.34309274,-3227.527903,0.022958936,4.670332967,289.1890832,30.28
Hf8.84 Zr12.19 Ti13.43 Nb2.27 V14.96 N46.68 O1.63,0.4668,0.0163,0.1343,0.1496,0.1219,0.0227,0.0884,74.8502,0.48310017,2207.37773,9.976,0.664662,12.420039,13.6673907,2181.878008,1160.93668,61.94704,1.6403092,1020.941328,52.897,52.7786,436.8129,20.9608,520.3266,3684.6631,1.241348,1.859816,0.483103794,456.8553905,12.75019168,0.381265864,1160.93668,1.205019779,2.103726539,3.308746317,-3368.202114,0.032400111,4.6717,323.4528511,25.29
Hf8.14 Zr12.59 Ti13.75 Nb1.96 V15.4 N46.41 O1.75,0.4641,0.0175,0.1375,0.154,0.1259,0.0196,0.0814,74.7839,0.481600171,2223.51201,10.24,0.663344,12.403396,13.63775285,2178.404676,1159.093605,61.79332,1.6367182,1019.311071,52.6585,53.112,430.2842,21.1111,513.3923,3632.275,1.24111,1.859867,0.481603817,504.0655346,12.72229087,0.380420118,1159.093605,1.202346734,2.110852462,3.313199197,-3312.621726,0.029254779,4.6727,319.8117773,34.05
Hf7.12 Zr12.25 Ti13.29 Nb1.76 V15.12 N48.02 O2.45,0.480151985,0.02449755,0.132886711,0.151184882,0.122487751,0.01759824,0.071192881,75.92490751,0.504649698,2148.49662,10.07109289,0.678138186,12.4630077,13.02825195,2077.705801,1107.044206,64.87785221,1.620816518,970.6615958,50.25717428,51.00119988,404.1928807,20.3039696,483.4844516,3419.076592,1.20830117,1.845087491,0.504653195,774.8033339,12.58280102,0.387038341,1107.044206,1.223264131,2.143785509,3.367049639,-3000.036973,0.017978391,4.697930207,337.56132,38.79
Hf11.69 Zr10.83 Ti11.81 Nb2.51 V15.25 N45.62 O2.29,0.4562,0.0229,0.1181,0.1525,0.1083,0.0251,0.1169,74.673,0.479100168,2194.55007,10.15,0.663432,12.461211,13.87309233,2221.984912,1184.59673,61.63368,1.6630412,1037.388182,55.1044,52.8168,468.4073,20.8777,547.477,3940.7181,1.251043,1.863698,0.479103787,713.2209558,13.03494137,0.381696733,1184.59673,1.206381573,2.1456354,3.352016973,-3197.261454,0.021649881,4.6796,338.4525639,32.47
Hf10.64 Zr11.44 Ti12.56 Nb2.41 V15.6 N45.78 O1.57,0.4578,0.0157,0.1256,0.156,0.1144,0.0241,0.1064,74.3982,0.473500171,2227.90283,10.36,0.659316,12.400375,13.99124228,2233.384448,1190.41885,60.72808,1.6724682,1042.965598,55.1649,53.62,461.3487,21.2149,542.6527,3887.2921,1.256414,1.866312,0.473503846,434.0826524,12.88345178,0.37881648,1190.41885,1.197278314,2.103859377,3.301137692,-3430.952883,0.035331299,4.6693,324.421721,26.75
Hf9.63 Zr11.65 Ti12.53 Nb2.1 V16.47 N45.85 O1.77,0.4585,0.0177,0.1253,0.1647,0.1165,0.021,0.0963,74.5583,0.476200169,2233.99235,10.882,0.660876,12.37389,13.90301352,2209.5989,1179.615585,61.12292,1.6933414,1029.983315,54.8907,53.731,448.5136,21.2618,527.8563,3791.7748,1.249295,1.863215,0.476203847,513.0356546,12.83095624,0.378948816,1179.615585,1.197696573,2.114191582,3.311888155,-3336.251217,0.029502035,4.6796,327.3523691,29.58
Hf8.34 Zr11.34 Ti11.75 Nb1.82 V15.88 N48.64 O2.23,0.4864,0.0223,0.1175,0.1588,0.1134,0.0182,0.0834,76.1512,0.508700159,2125.21129,10.528,0.68175,12.45227,13.03015645,2071.229964,1106.98306,65.32256,1.6614192,964.246904,51.2231,50.5925,413.2503,20.0781,487.4183,3504.7246,1.204548,1.842997,0.508703616,690.9820104,12.52264256,0.388301467,1106.98306,1.227256339,2.129513933,3.356770271,-3065.810757,0.020061815,4.708,350.5047405,27.52
Hf7.77 Zr12.09 Ti12.41 Nb1.72 V17.4 N46.4 O2.22,0.463953605,0.02219778,0.124087591,0.173982602,0.120887911,0.01719828,0.077692231,75.08049195,0.486151551,2221.983702,11.4389561,0.666960304,12.36040196,13.63201199,2151.009779,1150.368223,62.49657034,1.718062794,1000.641556,53.56374363,53.23627637,421.9058094,21.09679032,498.7140286,3591.356664,1.231054895,1.855163484,0.486155186,688.3736917,12.7031002,0.381002064,1150.368223,1.20418602,2.135968597,3.340154617,-3122.556368,0.021228648,4.699530047,346.3771035,32
Hf11.95 Zr9.81 Ti10.28 Nb2.27 V15.26 N48.3 O2.13,0.483,0.0213,0.1028,0.1526,0.0981,0.0227,0.1195,75.9195,0.504300158,2100.81055,10.156,0.680307,12.500295,13.23584204,2122.69424,1134.92979,64.74328,1.654572,987.76445,53.3304,50.3372,453.5641,19.8846,524.9214,3820.023,1.21817,1.84855,0.504303596,651.3245639,12.65288053,0.389127656,1134.92979,1.229867571,2.126441666,3.356309237,-3144.539595,0.022047581,4.7009,314.0253602,29.07
Hf11.34 Zr10.51 Ti11.38 Nb2.25 V17.07 N45.45 O1.99,0.454545455,0.01990199,0.113811381,0.170717072,0.105110511,0.02250225,0.113411341,74.50135014,0.474447612,2226.70012,11.2430243,0.660733073,12.3729603,14.04947362,2228.381038,1193.098155,60.9660366,1.728624062,1035.282883,56.71417142,53.88468847,466.8564856,21.23192319,542.3035304,3943.227423,1.253310331,1.864681468,0.47445129,599.3416231,12.92479499,0.378937526,1193.098155,1.197660888,2.128044725,3.325705613,-3278.096873,0.025729148,4.687568757,295.348743,32.89
Hf10.19 Zr10.36 Ti10.96 Nb1.97 V16.87 N47.34 O2.32,0.473352665,0.02319768,0.109589041,0.168683132,0.103589641,0.01969803,0.101889811,75.59054095,0.496550505,2157.047535,11.1209879,0.674830517,12.41643336,13.44270031,2130.248339,1142.007929,63.82691731,1.709713229,988.24041,54.20077992,51.86011399,439.9390061,20.47025297,511.59984,3724.505949,1.221864814,1.850524948,0.49655404,726.4522764,12.71100689,0.385242421,1142.007929,1.21758799,2.139299031,3.356887021,-3086.84979,0.019982139,4.708129187,315.5302234,29.28
Hf9.23 Zr10.98 Ti10.96 Nb1.89 V18.14 N46.5 O2.3,0.465,0.023,0.1096,0.1814,0.1098,0.0189,0.0923,75.2051,0.488000162,2204.1895,11.884,0.669233,12.355367,13.71612229,2154.7347,1156.24165,62.7508,1.7650174,998.49305,55.0438,53.0711,435.0712,20.9468,507.2646,3708.203,1.230124,1.854349,0.488003775,720.0932719,12.74013199,0.38188677,1156.24165,1.206982201,2.140039072,3.347021273,-3101.946326,0.020456616,4.7113,318.959665,28.11
Hf8.19 Zr11.18 Ti11.61 Nb1.69 V18.73 N46.05 O2.55,0.4605,0.0255,0.1161,0.1873,0.1118,0.0169,0.0819,75.1297,0.486000163,2226.63205,12.238,0.667528,12.322689,13.74077251,2148.08368,1154.284725,62.5714,1.7788662,993.798955,55.2188,53.6931,425.5764,21.1861,498.1348,3631.0035,1.228861,1.85401,0.486003816,817.0586491,12.74806533,0.380451112,1154.284725,1.202444694,2.154156795,3.356601489,-3007.36095,0.018009597,4.7157,316.2995892,31.57
Hf13.71 Zr9.59 Ti10.1 Nb2.38 V17.14 N44.76 O2.33,0.447555244,0.02329767,0.100989901,0.171382862,0.095890411,0.02379762,0.137086291,74.3279672,0.470853081,2216.134497,11.2829717,0.659425057,12.40933507,14.19036179,2263.721624,1212.681752,60.61243876,1.732884512,1051.039872,58.2219778,53.83471653,493.2985701,21.15068493,565.3332667,4155.688231,1.262413759,1.868391161,0.470856752,730.470311,13.03231294,0.379199174,1212.681752,1.198487848,2.148877626,3.347365475,-3179.223571,0.021635442,4.689331067,317.8408795,29.7
Hf12.02 Zr9.78 Ti10.36 Nb2.04 V17.95 N45.75 O2.09,0.457545755,0.02090209,0.103610361,0.179517952,0.097809781,0.02040204,0.120212021,74.72837284,0.478448008,2211.336884,11.77107711,0.663919392,12.36193019,13.97307005,2213.216302,1188.485244,61.49528953,1.753058906,1024.731058,57.38793879,53.64536454,470.3534353,21.0840084,540.5438544,3976.012001,1.247513751,1.861852185,0.478451659,638.8166967,12.83142269,0.380112093,1188.485244,1.201373199,2.131488365,3.332861564,-3210.610112,0.023872195,4.699269927,301.4105498,25.66
Hf11 Zr9.91 Ti10.53 Nb1.94 V18.74 N45.65 O2.23,0.4565,0.0223,0.1053,0.1874,0.0991,0.0194,0.11,74.7763,0.478800163,2225.04665,12.244,0.663988,12.325582,13.99528413,2199.5023,1183.380665,61.57908,1.786861,1016.121635,57.5429,54.0366,459.2542,21.2273,529.0023,3895.678,1.243484,1.860157,0.478803835,693.8874663,12.82070641,0.379354806,1183.380665,1.198979735,2.138800284,3.337780018,-3152.324458,0.021864894,4.7079,309.5924969,31.23
Hf10.1 Zr10.19 Ti10.81 Nb1.82 V19.38 N45.11 O2.6,0.451054895,0.0259974,0.108089191,0.193780622,0.101889811,0.01819818,0.100989901,74.71452855,0.477052458,2244.345525,12.62683732,0.662627737,12.30380762,14.04643835,2195.923904,1182.635091,61.46527347,1.810115988,1013.288812,57.67623238,54.53584642,450.8682132,21.42425757,520.7881212,3835.173183,1.242655734,1.859939006,0.477056162,836.8644558,12.88434394,0.378311781,1182.635091,1.195683174,2.159911714,3.355594889,-3028.438725,0.01820782,4.715028497,328.5824305,30.22
Hf8.86 Zr10.39 Ti10.37 Nb1.59 V20.29 N45.65 O2.84,0.456545655,0.02840284,0.103710371,0.202920292,0.103910391,0.01590159,0.088608861,75.1350135,0.484948654,2232.908691,13.17521752,0.667691769,12.28641764,13.8713334,2152.179438,1161.522997,62.52219222,1.844019202,990.6564406,56.91449145,54.13621362,432.0559056,21.2770277,499.2907291,3699.971697,1.228669867,1.853675368,0.484952322,929.6151244,12.75154273,0.379863054,1161.522997,1.200586091,2.169290012,3.369876104,-2895.847695,0.015932626,4.732173217,316.0482741,30.69
Hf14.13 Zr8.66 Ti9.28 Nb2.2 V17.99 N45.46 O2.29,0.454554545,0.02289771,0.092790721,0.179882012,0.086591341,0.0219978,0.141285871,74.68723128,0.477452417,2194.194891,11.79292071,0.664217578,12.38721328,14.05914509,2234.224014,1201.526397,61.42731727,1.760316368,1032.697616,58.83321668,53.48435156,492.5422458,20.94670533,559.3425657,4150.59664,1.252259774,1.863629637,0.477456052,715.8703525,12.85707762,0.380814599,1201.526397,1.203593522,2.14293293,3.346526452,-3141.252932,0.021579491,4.702229777,315.9540543,28.77
Hf12.92 Zr8.96 Ti9.43 Nb1.99 V19.13 N45.45 O2.11,0.454545455,0.02110211,0.094309431,0.191319132,0.089608961,0.01990199,0.129212921,74.63316332,0.475647727,2219.89644,12.47914791,0.662851285,12.32458346,14.12561313,2226.30267,1199.74568,61.15037504,1.801788779,1026.556991,59.14711471,54.16611661,480.7052705,21.2070207,546.7064706,4068.316132,1.250578058,1.8630033,0.475651401,647.8470889,12.78284392,0.379025706,1199.74568,1.197939588,2.132071368,3.330010956,-3187.006087,0.023672502,4.707970797,320.2540238,32.57
Hf11.76 Zr9.13 Ti9.78 Nb1.86 V20.14 N44.88 O2.44,0.448844884,0.02440244,0.097809781,0.201420142,0.091309131,0.01860186,0.117611761,74.55475548,0.473247486,2246.611341,13.08520852,0.661074107,12.27981198,14.21776283,2220.662514,1199.381898,60.94359436,1.842860086,1021.280616,59.65046505,54.93689369,469.9787979,21.4920492,535.8438844,3991.323232,1.24920092,1.862565257,0.473251208,776.4857559,12.84332746,0.377342512,1199.381898,1.192619728,2.151140188,3.343759916,-3076.512483,0.019838167,4.717671767,309.5769382,33.14
Hf13.46 Zr12.01 Ti13.51 Nb10.7 V4.62 N44.94 O0.77,0.449355064,0.00769923,0.135086491,0.04619538,0.120087991,0.106989301,0.134586541,73.38116188,0.457054472,2156.020988,3.771722828,0.65079692,12.69076292,16.0507076,2441.624762,1278.842846,58.44185581,1.840675732,1162.781916,55.82061794,51.93770623,511.7881212,20.63813619,647.0392961,4381.683732,1.311240876,1.890020998,0.457058104,111.4140768,13.07838124,0.378390633,1278.842846,1.195932393,2.062198637,3.25813103,-3812.100297,0.150117425,4.617938206,338.3228585,30.41
Hf14.62 Zr11.82 Ti12.31 Nb11.72 V4.62 N43.64 O1.27,0.4364,0.0127,0.1231,0.0462,0.1182,0.1172,0.1462,73.009,0.449100177,2166.99929,3.772,0.646748,12.714864,16.56200978,2497.433444,1308.20948,57.588,1.9227356,1189.223964,57.5063,52.3895,529.2315,20.7771,667.6203,4557.469,1.325782,1.896207,0.449103839,310.232974,13.31980737,0.376564471,1308.20948,1.190160669,2.097522147,3.287682816,-3685.709236,0.056167783,4.6252,324.946424,28.1
Hf15.51 Zr10.87 Ti11.55 Nb12.42 V4.28 N43.96 O1.41,0.4396,0.0141,0.1155,0.0428,0.1087,0.1242,0.1551,73.2497,0.453700173,2136.59231,3.568,0.650521,12.73558,16.65372965,2492.275676,1307.65156,58.20368,1.9660298,1184.624116,58.2904,51.8605,535.7663,20.507,674.4432,4619.0409,1.321858,1.894143,0.453703794,365.1021533,13.26084417,0.378558902,1307.65156,1.196464218,2.104102092,3.30056631,-3613.151097,0.047495101,4.6348,325.9492238,29.45
Hf16.28 Zr10.14 Ti10.62 Nb13 V3.92 N44.99 O1.07,0.449810038,0.01069786,0.106178764,0.039192162,0.101379724,0.129974005,0.162767447,73.58758248,0.460508068,2099.232044,3.351529694,0.655668866,12.7485203,16.65677397,2478.379328,1301.656024,58.95940812,1.99955249,1176.723304,58.51229754,51.03079384,539.3595281,20.14197161,677.6488702,4658.867626,1.315668866,1.891022795,0.460511628,230.3697839,13.0181695,0.381098165,1301.656024,1.204489753,2.079119852,3.283609605,-3675.081066,0.073556429,4.640371926,298.2811137,29.49
Hf17.32 Zr9.49 Ti9.91 Nb14.16 V3.86 N44.76 O0.5,0.4476,0.005,0.0991,0.0386,0.0949,0.1416,0.1732,73.2184,0.452600169,2111.91686,3.316,0.651584,12.714714,17.20119441,2529.173536,1330.49848,57.80752,2.0905386,1198.675056,60.7485,51.7198,555.9916,20.3357,698.2591,4819.6402,1.329596,1.896934,0.452603773,4.63853072,12.84544257,0.378161909,1330.49848,1.195209491,2.042306036,3.237515527,-3848.994241,3.684537809,4.6378,299.5219778,25.12
Hf14.53 Zr11.41 Ti12.2 Nb10.08 V4.72 N45.81 O1.25,0.4581,0.0125,0.122,0.0472,0.1141,0.1008,0.1453,74.0416,0.470600172,2098.81991,3.832,0.659979,12.754636,15.56876497,2392.994716,1253.534405,60.27412,1.7948794,1139.460311,54.6757,50.3404,512.828,20.0117,640.2685,4379.4207,1.294822,1.882385,0.470603689,300.2724985,13.07384869,0.383997956,1253.534405,1.213654763,2.088769552,3.302424315,-3621.882109,0.054578822,4.6311,297.0730461,28.18
Hf15.35 Zr10.39 Ti10.75 Nb10.93 V4.4 N47.25 O0.93,0.4725,0.0093,0.1075,0.044,0.1039,0.1093,0.1535,74.6068,0.481800166,2043.48775,3.64,0.668321,12.772415,15.56385187,2365.29536,1241.355465,61.58548,1.856452,1123.939895,54.9167,49.0985,514.0136,19.4669,640.6465,4410.1032,1.283232,1.876692,0.48180359,173.4243897,12.80276472,0.387925275,1241.355465,1.226067355,2.06276251,3.288829865,-3667.405027,0.091640985,4.6444,331.803569,30.11
Hf16.33 Zr9.77 Ti10.22 Nb11.14 V4.2 N47.58 O0.78,0.475704859,0.00779844,0.102179564,0.041991602,0.097680464,0.111377724,0.163267347,74.68956209,0.483503463,2025.891202,3.519496101,0.669909018,12.7829994,15.57838156,2368.005847,1243.719486,61.75608878,1.861857029,1124.286361,55.43321336,48.78304339,523.0355929,19.30683863,648.5429914,4481.168466,1.283125375,1.876434713,0.483506864,113.5798725,12.67993319,0.388781161,1243.719486,1.228772447,2.051046894,3.279819342,-3690.400086,0.138847488,4.644671066,308.4576342,29.71
